EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1778124,43,No,Travel_Rarely,Neurology,2,3,Life Sciences,1,Male,1,Other,Single,3539,0,Y,No,13,80,0,10,5,9,7,1,8
1143717,34,No,Travel_Rarely,Cardiology,3,2,Life Sciences,1,Female,2,Nurse,Single,6029,5,Y,No,12,80,0,6,3,2,2,2,2
1193818,21,Yes,Travel_Rarely,Cardiology,7,1,Marketing,1,Male,1,Other,Single,2679,1,Y,No,13,80,0,1,3,1,0,1,0
1795187,38,No,Travel_Rarely,Maternity,6,2,Other,1,Female,1,Nurse,Married,3702,1,Y,No,11,80,1,5,3,5,4,0,4
1241701,22,Yes,Travel_Rarely,Maternity,8,1,Medical,1,Female,1,Nurse,Married,2398,1,Y,Yes,17,80,0,1,6,1,0,0,0
1729178,31,No,Travel_Rarely,Cardiology,29,4,Marketing,1,Female,2,Nurse,Married,5468,1,Y,No,14,80,2,13,3,12,7,5,7
1612699,51,No,Travel_Rarely,Neurology,3,3,Technical Degree,1,Female,3,Other,Married,13116,2,Y,No,11,80,0,15,2,2,2,2,2
1880660,37,No,Travel_Rarely,Cardiology,9,2,Marketing,1,Male,2,Nurse,Married,4189,1,Y,No,14,80,2,5,2,5,2,0,3
1275366,46,No,Travel_Rarely,Maternity,2,4,Medical,1,Male,5,Administrative,Divorced,19328,7,Y,Yes,17,80,1,24,3,2,1,2,2
1377582,36,No,Travel_Rarely,Maternity,10,3,Life Sciences,1,Male,3,Nurse,Married,8321,7,Y,Yes,13,80,1,15,1,12,8,5,7
1590795,44,No,Travel_Frequently,Maternity,1,2,Medical,1,Male,1,Other,Divorced,2342,1,Y,Yes,12,80,3,6,2,5,3,2,3
1554560,37,No,Travel_Rarely,Neurology,8,2,Other,1,Male,2,Other,Divorced,4071,2,Y,No,13,80,0,19,4,10,0,4,7
1563500,35,Yes,Travel_Rarely,Cardiology,27,3,Life Sciences,1,Male,2,Nurse,Single,5813,1,Y,Yes,18,80,0,10,2,10,7,7,7
1287606,33,No,Travel_Rarely,Maternity,8,4,Life Sciences,1,Male,1,Other,Married,3143,6,Y,No,19,80,1,14,1,10,8,7,6
1395052,28,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Male,1,Other,Married,2044,1,Y,No,11,80,1,5,6,5,3,0,3
1692699,39,No,Travel_Rarely,Maternity,10,1,Medical,1,Male,3,Administrative,Single,13464,7,Y,No,21,80,0,9,3,4,3,2,2
1691971,46,No,Non-Travel,Cardiology,26,2,Life Sciences,1,Male,2,Nurse,Single,7991,8,Y,No,15,80,0,6,3,2,2,2,2
1048578,40,No,Travel_Rarely,Maternity,2,2,Life Sciences,1,Female,1,Nurse,Married,3377,4,Y,No,17,80,1,7,5,4,3,0,2
1874111,42,No,Travel_Rarely,Maternity,13,3,Medical,1,Male,2,Nurse,Married,5538,5,Y,No,18,80,2,10,2,0,0,0,0
1083173,35,No,Non-Travel,Cardiology,2,2,Medical,1,Male,2,Therapist,Divorced,5762,2,Y,No,14,80,1,15,6,7,7,1,7
1819347,38,No,Non-Travel,Neurology,2,3,Human Resources,1,Male,1,Other,Divorced,2592,5,Y,No,13,80,3,13,3,11,10,3,8
1645963,34,No,Travel_Frequently,Neurology,9,4,Life Sciences,1,Male,2,Nurse,Married,5346,4,Y,No,17,80,1,11,3,7,1,0,7
1174838,37,No,Travel_Rarely,Cardiology,10,4,Medical,1,Male,2,Therapist,Single,4213,1,Y,No,15,80,0,10,4,10,3,0,8
1751502,39,No,Travel_Frequently,Cardiology,20,3,Life Sciences,1,Male,2,Nurse,Divorced,4127,2,Y,No,18,80,1,7,6,2,1,2,2
1117560,43,No,Non-Travel,Neurology,9,3,Life Sciences,1,Male,1,Other,Single,2438,4,Y,No,13,80,0,7,2,3,2,1,2
1206981,41,No,Travel_Rarely,Neurology,5,3,Life Sciences,1,Male,2,Nurse,Single,6870,3,Y,No,12,80,0,11,3,3,2,1,2
1711876,41,No,Travel_Rarely,Cardiology,4,1,Marketing,1,Female,3,Nurse,Divorced,10447,0,Y,Yes,13,80,1,23,3,22,14,13,5
1366196,30,No,Travel_Rarely,Cardiology,10,3,Medical,1,Female,3,Therapist,Single,9667,9,Y,No,14,80,0,9,3,7,7,0,2
1347924,26,No,Travel_Rarely,Neurology,20,2,Medical,1,Female,1,Other,Married,2148,0,Y,Yes,11,80,0,6,3,5,1,1,4
1140520,46,No,Travel_Rarely,Neurology,21,2,Medical,1,Female,2,Nurse,Married,8926,4,Y,No,22,80,1,13,2,9,7,3,7
1187455,40,No,Travel_Rarely,Neurology,1,3,Life Sciences,1,Female,2,Nurse,Divorced,6513,4,Y,No,17,80,1,12,3,5,3,0,3
1645498,34,No,Travel_Rarely,Cardiology,8,2,Technical Degree,1,Male,2,Nurse,Married,6799,1,Y,No,21,80,2,10,5,10,8,4,8
1382530,58,No,Non-Travel,Cardiology,2,3,Medical,1,Male,4,Administrative,Divorced,16291,4,Y,No,22,80,1,37,0,16,9,14,14
1682292,35,No,Travel_Rarely,Neurology,23,4,Medical,1,Male,1,Nurse,Married,2705,0,Y,No,16,80,1,6,2,5,4,0,3
1602874,47,No,Travel_Rarely,Cardiology,4,3,Life Sciences,1,Female,3,Therapist,Divorced,10333,8,Y,Yes,12,80,1,28,4,22,11,14,10
1154770,40,No,Travel_Rarely,Neurology,12,3,Life Sciences,1,Female,2,Nurse,Divorced,4448,2,Y,No,12,80,1,15,3,7,4,7,7
1051875,54,No,Travel_Rarely,Neurology,7,4,Medical,1,Female,2,Other,Married,6854,4,Y,No,15,80,1,14,2,7,1,1,7
1834180,31,No,Travel_Frequently,Cardiology,7,4,Marketing,1,Female,3,Nurse,Married,9637,2,Y,No,14,80,2,9,3,3,2,2,2
1564192,28,No,Travel_Rarely,Neurology,1,3,Medical,1,Female,1,Other,Married,3591,1,Y,No,25,80,1,3,3,3,2,1,2
1802154,38,No,Travel_Rarely,Cardiology,2,4,Marketing,1,Female,2,Other,Married,5405,2,Y,Yes,20,80,2,20,4,4,2,0,3
1207662,26,No,Travel_Rarely,Cardiology,10,3,Medical,1,Male,2,Nurse,Single,4684,1,Y,No,13,80,0,5,4,5,3,1,2
1072716,58,No,Travel_Frequently,Neurology,15,4,Life Sciences,1,Male,4,Administrative,Married,15787,2,Y,Yes,14,80,0,23,3,2,2,2,2
1086016,18,Yes,Non-Travel,Neurology,14,3,Medical,1,Female,1,Other,Single,1514,1,Y,No,16,80,0,0,4,0,0,0,0
1552861,31,No,Travel_Rarely,Neurology,18,5,Human Resources,1,Male,1,Other,Married,2956,0,Y,No,17,80,0,2,4,1,0,0,0
1235468,29,Yes,Travel_Rarely,Neurology,13,3,Human Resources,1,Male,1,Other,Divorced,2335,4,Y,Yes,15,80,3,4,3,2,2,2,0
1281331,45,No,Non-Travel,Cardiology,2,4,Life Sciences,1,Female,2,Nurse,Married,5154,4,Y,No,22,80,2,10,3,8,7,5,7
1220488,36,No,Travel_Rarely,Neurology,2,4,Other,1,Female,2,Other,Married,6962,4,Y,Yes,22,80,1,15,2,1,0,0,0
1113271,43,No,Travel_Frequently,Cardiology,2,4,Life Sciences,1,Male,2,Nurse,Married,5675,1,Y,No,20,80,1,7,5,7,7,7,7
1152978,27,No,Travel_Frequently,Neurology,5,2,Life Sciences,1,Female,1,Nurse,Single,2379,0,Y,Yes,14,80,0,6,3,5,4,0,2
1871070,29,No,Travel_Frequently,Neurology,20,1,Medical,1,Male,1,Nurse,Married,3812,1,Y,No,13,80,0,11,3,11,8,3,10
1687721,32,No,Travel_Frequently,Cardiology,10,4,Marketing,1,Male,2,Nurse,Single,4648,8,Y,No,13,80,0,4,2,0,0,0,0
1031664,42,No,Non-Travel,Neurology,10,4,Technical Degree,1,Male,1,Other,Married,2936,3,Y,No,22,80,2,10,1,6,3,3,3
1402268,47,No,Travel_Rarely,Neurology,9,4,Life Sciences,1,Female,1,Nurse,Single,2105,4,Y,No,12,80,0,7,2,2,2,2,0
1601963,46,No,Travel_Rarely,Cardiology,2,2,Life Sciences,1,Male,3,Therapist,Divorced,8578,3,Y,No,14,80,1,12,4,9,8,4,7
1777794,28,No,Non-Travel,Neurology,1,2,Life Sciences,1,Male,1,Other,Divorced,2706,1,Y,No,15,80,1,3,2,3,2,2,2
1510809,29,No,Travel_Rarely,Neurology,29,1,Life Sciences,1,Male,2,Nurse,Divorced,6384,8,Y,No,17,80,2,11,3,7,0,1,6
1676403,42,No,Travel_Rarely,Neurology,8,3,Life Sciences,1,Male,1,Nurse,Single,3968,4,Y,No,13,80,0,8,3,0,0,0,0
1458226,32,Yes,Travel_Rarely,Cardiology,2,4,Marketing,1,Male,2,Nurse,Single,9907,7,Y,Yes,12,80,0,7,3,2,2,2,2
1442296,46,No,Travel_Rarely,Cardiology,3,3,Technical Degree,1,Female,4,Nurse,Divorced,13225,2,Y,No,12,80,1,25,5,19,17,2,8
1469297,27,No,Travel_Rarely,Cardiology,23,1,Medical,1,Female,2,Other,Married,3540,1,Y,No,21,80,1,9,5,9,8,5,8
1701157,29,No,Travel_Rarely,Neurology,6,1,Medical,1,Male,1,Other,Married,2804,1,Y,No,11,80,0,1,3,1,0,0,0
1141899,43,No,Travel_Rarely,Neurology,6,3,Medical,1,Female,5,Administrative,Married,19392,7,Y,No,13,80,0,21,2,16,12,6,14
1866815,48,No,Travel_Rarely,Neurology,10,3,Life Sciences,1,Male,5,Administrative,Married,19665,4,Y,No,12,80,0,29,3,22,10,12,9
1329673,29,Yes,Travel_Frequently,Neurology,24,2,Life Sciences,1,Male,1,Other,Single,2439,1,Y,Yes,24,80,0,1,3,1,0,1,0
1775838,46,No,Travel_Rarely,Cardiology,10,3,Life Sciences,1,Female,3,Nurse,Married,7314,5,Y,No,21,80,3,14,2,8,7,0,7
1575047,27,No,Travel_Frequently,Neurology,15,3,Life Sciences,1,Female,1,Other,Married,4774,0,Y,No,19,80,1,8,2,7,6,7,3
1049997,39,No,Travel_Rarely,Neurology,19,4,Other,1,Male,2,Other,Divorced,3902,8,Y,No,14,80,3,7,2,2,2,2,2
1766213,55,No,Travel_Rarely,Neurology,2,4,Technical Degree,1,Male,1,Other,Married,2662,8,Y,No,20,80,1,19,2,5,2,0,4
1544113,28,No,Travel_Rarely,Cardiology,3,3,Medical,1,Female,1,Other,Married,2856,1,Y,No,19,80,1,1,3,1,0,0,0
1609966,30,Yes,Travel_Rarely,Cardiology,9,3,Medical,1,Male,1,Other,Single,1081,1,Y,No,13,80,0,1,3,1,0,0,0
1242148,22,Yes,Travel_Rarely,Neurology,7,1,Life Sciences,1,Male,1,Other,Single,2472,1,Y,Yes,23,80,0,1,2,1,0,0,0
1494882,36,No,Travel_Rarely,Cardiology,10,4,Technical Degree,1,Female,2,Nurse,Married,5673,1,Y,Yes,13,80,1,10,4,10,9,1,7
1450163,31,No,Travel_Rarely,Neurology,20,3,Life Sciences,1,Male,2,Nurse,Divorced,4197,1,Y,No,11,80,1,10,2,10,8,0,2
1104040,34,No,Travel_Rarely,Cardiology,4,3,Life Sciences,1,Male,3,Nurse,Married,9713,2,Y,Yes,13,80,3,9,3,5,3,1,0
1879233,29,No,Travel_Rarely,Neurology,7,3,Life Sciences,1,Male,1,Nurse,Single,2062,3,Y,No,14,80,0,11,2,3,2,1,2
1878518,37,No,Travel_Rarely,Neurology,7,4,Medical,1,Male,2,Other,Married,4284,5,Y,Yes,22,80,1,16,2,5,3,0,4
1694441,35,No,Travel_Rarely,Cardiology,16,2,Other,1,Female,2,Therapist,Married,4788,0,Y,Yes,11,80,0,4,2,3,2,0,2
1608760,45,No,Travel_Rarely,Cardiology,25,2,Life Sciences,1,Female,2,Therapist,Married,5906,0,Y,No,13,80,2,10,2,9,8,3,8
1357691,36,No,Travel_Frequently,Neurology,2,1,Human Resources,1,Male,2,Other,Single,3886,1,Y,No,21,80,0,10,2,10,1,0,8
1551391,40,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Male,4,Administrative,Divorced,16823,2,Y,No,11,80,1,22,3,19,7,11,16
1419575,26,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Female,1,Other,Married,2933,1,Y,Yes,13,80,1,1,3,1,0,1,0
1620257,48,No,Travel_Frequently,Neurology,22,3,Medical,1,Female,4,Administrative,Divorced,17174,3,Y,No,11,80,1,24,3,22,17,4,7
1662166,44,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Male,2,Nurse,Married,5033,2,Y,No,15,80,1,10,5,2,0,2,2
1738269,34,Yes,Non-Travel,Neurology,16,4,Technical Degree,1,Male,1,Other,Married,2307,1,Y,Yes,23,80,1,5,2,5,2,3,0
1557030,56,Yes,Travel_Rarely,Neurology,24,2,Life Sciences,1,Male,1,Nurse,Single,2587,1,Y,No,16,80,0,5,3,4,2,1,0
1153641,36,No,Travel_Rarely,Cardiology,17,2,Marketing,1,Male,2,Nurse,Married,5507,2,Y,No,16,80,2,12,1,4,2,1,3
1448030,41,No,Travel_Rarely,Cardiology,8,3,Marketing,1,Female,2,Nurse,Married,4393,5,Y,No,21,80,1,14,3,5,4,1,4
1804573,42,No,Travel_Rarely,Neurology,6,3,Medical,1,Male,3,Administrative,Married,13348,9,Y,No,13,80,1,18,3,13,7,5,7
1058985,31,No,Travel_Rarely,Cardiology,10,2,Medical,1,Female,2,Nurse,Divorced,6583,2,Y,Yes,11,80,1,8,2,5,2,1,4
1674974,34,No,Travel_Rarely,Cardiology,3,1,Medical,1,Female,2,Nurse,Married,8103,3,Y,Yes,12,80,0,9,3,4,2,0,1
1408618,31,No,Travel_Rarely,Neurology,4,3,Medical,1,Female,1,Nurse,Divorced,3978,8,Y,No,12,80,1,4,0,2,2,2,2
1670932,26,No,Travel_Frequently,Neurology,6,3,Other,1,Male,1,Nurse,Married,2544,0,Y,No,18,80,1,8,3,7,7,7,7
1808720,45,No,Travel_Frequently,Neurology,1,4,Medical,1,Male,2,Nurse,Single,5399,4,Y,No,12,80,0,12,3,4,2,0,3
1228157,33,No,Travel_Rarely,Cardiology,10,4,Marketing,1,Male,2,Nurse,Single,5487,1,Y,No,14,80,0,10,2,10,4,0,9
1355281,28,No,Travel_Frequently,Cardiology,1,2,Life Sciences,1,Male,2,Nurse,Married,6834,1,Y,Yes,12,80,1,7,2,7,7,0,7
1745305,29,Yes,Travel_Frequently,Cardiology,24,3,Technical Degree,1,Male,1,Other,Single,1091,1,Y,No,17,80,0,1,3,1,0,0,0
1048077,39,No,Non-Travel,Cardiology,21,4,Life Sciences,1,Female,2,Nurse,Married,5736,6,Y,No,19,80,1,10,1,3,2,1,2
1616851,27,No,Travel_Rarely,Neurology,2,4,Technical Degree,1,Male,1,Other,Married,2226,1,Y,No,11,80,1,6,3,5,3,1,2
1700476,34,No,Travel_Frequently,Neurology,22,4,Other,1,Male,2,Other,Married,5747,1,Y,Yes,15,80,0,16,3,15,10,6,11
1603368,28,Yes,Travel_Rarely,Cardiology,13,2,Marketing,1,Female,2,Nurse,Single,9854,3,Y,Yes,11,80,0,6,0,2,0,2,2
1775902,47,No,Non-Travel,Neurology,14,4,Technical Degree,1,Male,2,Other,Married,5467,8,Y,No,18,80,1,16,4,8,7,1,7
1871585,56,No,Travel_Rarely,Cardiology,11,5,Marketing,1,Female,2,Nurse,Married,5380,4,Y,No,16,80,1,6,3,0,0,0,0
1606461,39,No,Travel_Rarely,Cardiology,9,2,Medical,1,Male,2,Therapist,Married,5151,1,Y,No,25,80,1,10,3,10,0,7,9
1236472,38,No,Travel_Frequently,Neurology,8,3,Medical,1,Female,2,Other,Divorced,2133,1,Y,Yes,16,80,1,20,3,20,11,0,7
1058946,58,No,Travel_Rarely,Cardiology,21,3,Life Sciences,1,Female,4,Administrative,Married,17875,4,Y,Yes,13,80,1,29,2,1,0,0,0
1683886,32,Yes,Travel_Frequently,Neurology,5,2,Life Sciences,1,Female,1,Other,Single,2432,3,Y,Yes,14,80,0,8,2,4,1,0,3
1211751,38,No,Travel_Rarely,Neurology,9,2,Life Sciences,1,Male,1,Other,Divorced,4771,2,Y,No,19,80,2,10,0,5,2,0,3
1445440,49,No,Travel_Frequently,Neurology,2,1,Life Sciences,1,Male,5,Administrative,Married,19161,3,Y,No,15,80,0,28,3,5,4,4,3
1654667,42,No,Travel_Rarely,Cardiology,12,4,Marketing,1,Male,2,Nurse,Divorced,5087,3,Y,Yes,12,80,2,14,4,0,0,0,0
1265759,27,Yes,Travel_Frequently,Neurology,22,3,Human Resources,1,Female,1,Other,Married,2863,1,Y,No,12,80,0,1,2,1,0,0,0
1842922,35,No,Travel_Rarely,Cardiology,18,4,Medical,1,Male,2,Nurse,Married,5561,0,Y,No,16,80,1,6,2,5,3,0,4
1884938,28,No,Non-Travel,Neurology,16,3,Medical,1,Male,1,Other,Single,2144,1,Y,No,14,80,0,5,3,5,3,1,4
1252735,31,No,Non-Travel,Neurology,3,2,Medical,1,Male,1,Other,Divorced,3065,1,Y,Yes,13,80,1,4,3,4,2,2,3
1201616,36,No,Non-Travel,Neurology,9,4,Life Sciences,1,Male,1,Nurse,Married,2810,1,Y,No,22,80,0,5,3,5,4,0,2
1050457,34,No,Travel_Rarely,Cardiology,1,3,Marketing,1,Male,3,Nurse,Single,9888,1,Y,No,21,80,0,14,3,14,8,2,1
1637651,34,No,Travel_Rarely,Cardiology,13,4,Medical,1,Male,3,Nurse,Divorced,8628,1,Y,No,18,80,1,9,2,8,7,1,1
1079566,26,No,Travel_Rarely,Neurology,1,3,Medical,1,Male,1,Nurse,Single,2867,0,Y,No,13,80,0,8,6,7,7,7,6
1332348,29,No,Travel_Rarely,Neurology,1,3,Life Sciences,1,Male,2,Nurse,Married,5373,0,Y,No,12,80,1,6,5,5,3,0,2
1051695,32,No,Non-Travel,Neurology,15,4,Medical,1,Female,2,Nurse,Divorced,6667,5,Y,No,18,80,1,9,6,5,1,1,2
1154444,31,No,Travel_Frequently,Neurology,1,3,Life Sciences,1,Male,2,Other,Married,5003,1,Y,No,21,80,0,10,6,10,8,8,7
1650983,28,No,Travel_Rarely,Neurology,17,3,Technical Degree,1,Male,1,Nurse,Divorced,2367,5,Y,No,12,80,1,6,2,4,1,0,3
1130703,38,No,Travel_Rarely,Cardiology,1,3,Life Sciences,1,Male,1,Other,Single,2858,4,Y,No,14,80,0,20,3,1,0,0,0
1817679,35,No,Travel_Rarely,Cardiology,7,4,Life Sciences,1,Female,2,Nurse,Married,5204,1,Y,Yes,11,80,0,10,2,10,8,0,9
1092771,27,No,Travel_Rarely,Cardiology,9,3,Marketing,1,Male,2,Nurse,Single,4105,1,Y,No,14,80,0,7,5,7,7,0,7
1356134,32,No,Travel_Rarely,Cardiology,5,4,Life Sciences,1,Male,2,Therapist,Single,9679,8,Y,No,24,80,0,8,1,1,0,0,0
1370524,31,Yes,Travel_Frequently,Cardiology,26,4,Marketing,1,Male,2,Nurse,Married,5617,1,Y,Yes,11,80,0,10,4,10,7,0,8
1232169,53,Yes,Travel_Rarely,Cardiology,24,4,Life Sciences,1,Male,3,Nurse,Single,10448,6,Y,Yes,13,80,0,15,2,2,2,2,2
1392392,54,No,Travel_Rarely,Neurology,9,2,Life Sciences,1,Female,2,Other,Married,2897,3,Y,No,11,80,2,9,6,4,3,2,3
1309342,33,No,Travel_Frequently,Neurology,7,2,Life Sciences,1,Male,2,Nurse,Divorced,5968,1,Y,No,20,80,3,9,2,9,7,2,8
1531422,43,No,Travel_Rarely,Neurology,11,3,Life Sciences,1,Male,3,Nurse,Married,7510,1,Y,No,17,80,1,10,1,10,9,0,9
1126582,38,No,Travel_Frequently,Neurology,1,4,Other,1,Male,1,Other,Married,2991,0,Y,Yes,11,80,1,7,2,6,2,1,2
1316742,55,No,Travel_Rarely,Neurology,26,4,Human Resources,1,Male,5,Administrative,Married,19636,4,Y,Yes,18,80,1,35,0,10,9,1,4
1789942,31,No,Travel_Rarely,Neurology,2,1,Medical,1,Female,1,Nurse,Divorced,1129,1,Y,Yes,11,80,3,1,4,1,0,0,0
1583381,39,No,Travel_Rarely,Cardiology,15,4,Marketing,1,Male,4,Nurse,Single,13341,0,Y,No,12,80,0,21,3,20,8,11,10
1275198,42,No,Non-Travel,Neurology,23,2,Life Sciences,1,Male,2,Other,Single,4332,1,Y,No,12,80,0,20,2,20,9,3,7
1378502,31,No,Non-Travel,Neurology,10,3,Medical,1,Female,3,Administrative,Married,11031,4,Y,No,20,80,1,13,2,11,7,4,8
1553116,54,No,Travel_Rarely,Cardiology,10,3,Medical,1,Female,2,Therapist,Single,4440,6,Y,Yes,19,80,0,9,3,5,2,1,4
1150538,24,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Male,2,Nurse,Single,4617,1,Y,No,12,80,0,4,2,4,3,1,2
1553133,23,No,Travel_Rarely,Neurology,12,2,Other,1,Male,1,Nurse,Single,2647,1,Y,No,13,80,0,5,6,5,2,1,4
1113801,40,No,Travel_Frequently,Neurology,11,3,Technical Degree,1,Female,2,Nurse,Married,6323,1,Y,No,11,80,1,10,2,10,9,9,4
1365691,40,No,Travel_Rarely,Cardiology,2,2,Marketing,1,Female,2,Nurse,Married,5677,3,Y,No,14,80,1,15,4,11,8,5,10
1825860,25,No,Travel_Rarely,Neurology,2,3,Human Resources,1,Female,1,Other,Married,2187,4,Y,No,14,80,0,6,3,2,0,1,2
1820725,30,No,Travel_Rarely,Neurology,1,2,Medical,1,Male,1,Nurse,Married,3748,1,Y,No,13,80,0,12,6,12,8,1,7
1515102,25,No,Travel_Rarely,Neurology,2,1,Other,1,Male,1,Nurse,Divorced,3977,6,Y,Yes,19,80,1,7,2,2,2,0,2
1811717,47,No,Travel_Rarely,Neurology,25,3,Medical,1,Male,3,Nurse,Single,8633,2,Y,No,23,80,0,25,3,17,14,12,11
1863212,33,No,Non-Travel,Neurology,1,2,Medical,1,Male,1,Nurse,Divorced,2008,1,Y,No,12,80,3,1,2,1,1,0,0
1677775,38,No,Travel_Rarely,Cardiology,1,4,Life Sciences,1,Male,2,Nurse,Married,4440,0,Y,No,15,80,2,16,3,15,13,5,8
1593793,31,No,Travel_Rarely,Cardiology,2,2,Life Sciences,1,Male,1,Other,Married,3067,0,Y,No,19,80,1,3,1,2,2,1,2
1373830,38,No,Travel_Frequently,Cardiology,6,4,Life Sciences,1,Male,2,Therapist,Married,5321,2,Y,No,11,80,1,10,1,8,3,7,7
1125914,42,No,Travel_Rarely,Neurology,18,4,Life Sciences,1,Male,2,Other,Divorced,5410,6,Y,Yes,17,80,1,9,3,4,3,1,2
1519296,41,No,Travel_Rarely,Neurology,1,3,Life Sciences,1,Male,1,Other,Married,2782,3,Y,No,22,80,1,12,3,5,3,1,0
1491934,47,No,Non-Travel,Neurology,1,1,Medical,1,Female,3,Administrative,Married,11957,0,Y,No,18,80,2,14,3,13,8,5,12
1181842,35,No,Travel_Rarely,Neurology,11,4,Medical,1,Male,1,Nurse,Married,2660,7,Y,Yes,11,80,1,5,3,2,2,2,2
1221662,22,No,Travel_Rarely,Neurology,1,2,Life Sciences,1,Male,1,Other,Single,3375,0,Y,No,12,80,0,4,2,3,2,1,2
1725778,35,No,Travel_Rarely,Neurology,9,4,Medical,1,Male,2,Other,Single,5098,1,Y,No,19,80,0,10,5,10,7,0,8
1301790,33,No,Travel_Rarely,Neurology,15,2,Medical,1,Female,2,Nurse,Married,4878,0,Y,Yes,13,80,1,10,6,9,7,8,1
1399338,32,No,Travel_Rarely,Neurology,29,4,Life Sciences,1,Female,1,Nurse,Single,2837,1,Y,No,13,80,0,6,3,6,2,4,1
1789008,40,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Male,1,Nurse,Married,2406,8,Y,No,19,80,2,8,3,1,0,0,0
1190766,32,No,Travel_Rarely,Cardiology,1,4,Medical,1,Male,1,Other,Married,2269,0,Y,No,14,80,1,3,2,2,2,2,2
1491312,39,No,Travel_Rarely,Neurology,24,1,Life Sciences,1,Male,2,Other,Single,4108,7,Y,No,13,80,0,18,2,7,7,1,7
1708743,38,No,Travel_Rarely,Neurology,10,3,Medical,1,Female,3,Administrative,Married,13206,3,Y,No,12,80,1,20,3,18,16,1,11
1435710,32,No,Travel_Rarely,Cardiology,1,4,Marketing,1,Female,3,Nurse,Married,10422,1,Y,No,19,80,2,14,3,14,10,5,7
1332625,37,No,Travel_Rarely,Neurology,10,3,Life Sciences,1,Female,3,Administrative,Married,13744,1,Y,Yes,25,80,1,16,2,16,11,6,8
1818407,25,No,Travel_Rarely,Cardiology,8,2,Other,1,Female,2,Nurse,Divorced,4907,0,Y,Yes,22,80,1,6,3,5,3,0,4
1251101,52,No,Non-Travel,Cardiology,29,4,Life Sciences,1,Male,1,Other,Divorced,3482,2,Y,No,15,80,2,16,3,9,8,0,0
1433529,44,No,Travel_Rarely,Neurology,1,3,Medical,1,Male,1,Other,Single,2436,6,Y,Yes,12,80,0,6,2,4,3,1,2
1859445,21,Yes,Travel_Rarely,Cardiology,5,1,Medical,1,Male,1,Other,Single,2380,1,Y,Yes,11,80,0,2,6,2,2,1,2
1104512,39,No,Non-Travel,Neurology,9,3,Life Sciences,1,Male,5,Administrative,Single,19431,2,Y,No,13,80,0,21,3,6,0,1,3
1782969,23,Yes,Travel_Frequently,Cardiology,9,3,Marketing,1,Male,1,Other,Married,1790,1,Y,No,19,80,1,1,3,1,0,1,0
1628827,36,No,Travel_Rarely,Cardiology,3,3,Medical,1,Female,3,Nurse,Married,7644,0,Y,No,19,80,2,10,2,9,7,3,4
1224144,36,No,Travel_Frequently,Cardiology,4,2,Life Sciences,1,Female,2,Therapist,Divorced,5131,7,Y,No,13,80,3,18,3,4,2,0,2
1284416,56,No,Non-Travel,Neurology,1,4,Life Sciences,1,Male,2,Nurse,Divorced,6306,1,Y,No,21,80,1,13,2,13,12,1,9
1191013,29,Yes,Travel_Rarely,Neurology,1,4,Medical,1,Male,1,Other,Married,4787,9,Y,Yes,14,80,3,4,3,2,2,2,2
1061493,42,No,Travel_Rarely,Neurology,2,3,Life Sciences,1,Male,5,Administrative,Married,18880,5,Y,No,11,80,0,24,2,22,6,4,14
1197297,56,No,Travel_Rarely,Neurology,7,2,Technical Degree,1,Male,1,Nurse,Married,2339,8,Y,No,11,80,1,14,4,10,9,9,8
1065630,41,No,Travel_Rarely,Cardiology,28,4,Life Sciences,1,Female,4,Therapist,Married,13570,0,Y,No,23,80,1,21,3,20,7,0,10
1173552,34,No,Travel_Rarely,Cardiology,28,3,Marketing,1,Female,2,Nurse,Married,6712,1,Y,No,21,80,2,8,2,8,7,1,7
1277240,36,No,Non-Travel,Cardiology,15,4,Marketing,1,Male,2,Nurse,Divorced,5406,1,Y,No,24,80,1,15,4,15,12,11,11
1520108,41,No,Travel_Rarely,Cardiology,3,3,Life Sciences,1,Male,2,Nurse,Divorced,8938,2,Y,No,11,80,1,14,5,5,4,0,4
1707431,32,No,Travel_Rarely,Neurology,2,3,Technical Degree,1,Male,1,Other,Single,2439,1,Y,No,14,80,0,4,4,4,2,1,2
1246075,35,No,Travel_Rarely,Neurology,26,4,Life Sciences,1,Female,3,Other,Single,8837,1,Y,Yes,16,80,0,9,2,9,0,1,7
1665956,38,No,Travel_Rarely,Cardiology,10,2,Life Sciences,1,Female,2,Nurse,Married,5343,1,Y,No,11,80,1,10,1,10,7,1,9
1468963,50,No,Travel_Frequently,Cardiology,1,4,Life Sciences,1,Male,2,Nurse,Divorced,6728,7,Y,No,12,80,2,12,3,6,3,0,1
